0.04 160 4.9828 2600.988 2800.3 8.0909
0.04 165 5.0411 2608.456 2810.1 8.1132
0.04 170 5.0993 2615.828 2819.8 8.1353
0.04 175 5.1575 2623.2 2829.5 8.1571
0.04 180 5.2156 2630.576 2839.2 8.1787
0.04 185 5.2737 2638.052 2849 8.2
0.04 190 5.3319 2645.424 2858.7 8.2212
0.04 195 5.3899 2652.904 2868.5 8.2421
0.04 200 5.448 2660.28 2878.2 8.2629
0.04 210 5.5641 2675.236 2897.8 8.3038
0.04 220 5.6801 2690.196 2917.4 8.344
0.04 230 5.7961 2705.156 2937 8.3834
0.04 240 5.912 2720.22 2956.7 8.4222
0.04 250 6.0278 2735.388 2976.5 8.4603
0.04 260 6.1437 2750.552 2996.3 8.4977
0.04 270 6.2594 2765.724 3016.1 8.5346
0.04 280 6.3752 2780.992 3036 8.5709
0.04 290 6.4909 2796.364 3056 8.6067
0.04 300 6.6066 2811.736 3076 8.6419
0.04 310 6.7223 2827.208 3096.1 8.6767
0.04 320 6.838 2842.68 3116.2 8.7109
0.04 330 6.9536 2858.256 3136.4 8.7447
0.04 340 7.0693 2873.928 3156.7 8.778
0.04 350 7.1849 2889.604 3177 8.8108
0.04 360 7.3005 2905.38 3197.4 8.8433
0.04 370 7.4161 2921.156 3217.8 8.8753
0.04 380 7.5316 2937.036 3238.3 8.9069
0.04 390 7.6472 2953.012 3258.9 8.9382
0.04 400 7.7628 2968.988 3279.5 8.9691
0.04 410 7.8783 2985.068 3300.2 8.9996
0.04 420 7.9938 3001.148 3320.9 9.0297
0.04 430 8.1094 3017.424 3341.8 9.0596
0.04 440 8.2249 3033.604 3362.6 9.0891
0.04 450 8.3404 3049.984 3383.6 9.1182
0.04 460 8.4559 3066.364 3404.6 9.1471
0.04 470 8.5714 3082.844 3425.7 9.1757
0.04 480 8.6869 3099.424 3446.9 9.2039
0.04 490 8.8024 3116.004 3468.1 9.2319
0.04 500 8.9179 3132.684 3489.4 9.2596
0.04 520 9.1488 3166.248 3532.2 9.3143
0.04 540 9.3798 3200.008 3575.2 9.3679
0.04 560 9.6107 3234.072 3618.5 9.4205
0.04 580 9.8416 3268.536 3662.2 9.4723
0.04 600 10.073 3303.08 3706 9.5231
0.04 620 10.303 3338.08 3750.2 9.5731
0.04 640 10.534 3373.34 3794.7 9.6223
0.04 660 10.765 3408.8 3839.4 9.6708
0.04 680 10.996 3444.56 3884.4 9.7185
0.04 700 11.227 3480.62 3929.7 9.7656
0.04 720 11.458 3516.98 3975.3 9.8119
0.04 740 11.689 3553.64 4021.2 9.8577
0.04 760 11.919 3590.54 4067.3 9.9028
0.04 780 12.15 3627.8 4113.8 9.9473
0.04 800 12.381 3665.26 4160.5 9.9912
0.04 820 12.612 3703.02 4207.5 10.035
0.04 840 12.843 3741.08 4254.8 10.077
0.04 860 13.074 3779.34 4302.3 10.12
0.04 880 13.304 3817.94 4350.1 10.162
0.04 900 13.535 3856.8 4398.2 10.203
0.04 920 13.766 3895.96 4446.6 10.244
0.04 940 13.997 3935.32 4495.2 10.284
0.04 960 14.228 3974.98 4544.1 10.324
0.04 980 14.458 4014.98 4593.3 10.364
0.04 1000 14.689 4055.14 4642.7 10.403
0.04 1100 15.843 4259.98 4893.7 10.593
0.04 1200 16.997 4470.82 5150.7 10.773
0.04 1300 18.151 4687.26 5413.3 10.946
0.04 1400 19.305 4909 5681.2 11.111
0.04 1500 20.459 5135.54 5953.9 11.269
0.04 1600 21.613 5366.58 6231.1 11.421
0.04 1800 23.92 5840.4 6797.2 11.708
0.04 2000 26.228 6327.88 7377 11.975
0.05 0 0.00100018 -0.040009 0.01 -0.00015
0.05 5 0.00100006 21.019997 21.07 0.07625
0.05 10 0.00100032 42.019984 42.07 0.15108
0.05 15 0.00100092 62.979954 63.03 0.22446
0.05 20 0.00100182 83.909909 83.96 0.29647
0.05 25 0.00100298 104.819851 104.87 0.36721
0.05 30 0.00100439 125.7297805 125.78 0.43674
0.05 35 0.00100603 146.6196985 146.67 0.50511
0.05 40 0.00100787 167.5196065 167.57 0.57239
0.05 45 0.00100991 188.4195045 188.47 0.6386
0.05 50 0.00101213 209.3193935 209.37 0.70379
0.05 55 0.00101454 230.239273 230.29 0.76801
0.05 60 0.00101711 251.1591445 251.21 0.83128
0.05 65 0.00101986 272.089007 272.14 0.89364
0.05 70 0.00102276 293.028862 293.08 0.95512
0.05 75 0.00102583 313.9887085 314.04 1.0158
0.05 80 0.00102905 334.9585475 335.01 1.0756
0.05 81.317 0.00102993 340.4885035 340.54 1.0912
0.05 81.317 3.24 2483.2 2645.2 7.593
0.05 85 3.2754 2488.83 2652.6 7.6138
0.05 90 3.3233 2496.435 2662.6 7.6415
0.05 95 3.3711 2503.945 2672.5 7.6686
0.05 100 3.4187 2511.465 2682.4 7.6953
0.05 105 3.4661 2518.995 2692.3 7.7215
0.05 110 3.5135 2526.425 2702.1 7.7474
0.05 115 3.5608 2533.86 2711.9 7.7728
0.05 120 3.608 2541.3 2721.7 7.7978
0.05 125 3.6551 2548.745 2731.5 7.8225
0.05 130 3.7021 2556.095 2741.2 7.8469
0.05 135 3.7491 2563.545 2751 7.871
0.05 140 3.796 2570.9 2760.7 7.8947
0.05 145 3.8429 2578.355 2770.5 7.9181
0.05 150 3.8897 2585.715 2780.2 7.9413
0.05 155 3.9365 2593.175 2790 7.9642
0.05 160 3.9833 2600.535 2799.7 7.9868
0.05 165 4.03 2607.9 2809.4 8.0091
0.05 170 4.0766 2615.37 2819.2 8.0312
0.05 175 4.1233 2622.735 2828.9 8.0531
0.05 180 4.1699 2630.205 2838.7 8.0748
0.05 185 4.2165 2637.575 2848.4 8.0962
0.05 190 4.2631 2645.045 2858.2 8.1174
0.05 195 4.3096 2652.52 2868 8.1384
0.05 200 4.3562 2659.99 2877.8 8.1592
0.05 210 4.4492 2674.94 2897.4 8.2001
0.05 220 4.5421 2689.895 2917 8.2404
0.05 230 4.635 2704.95 2936.7 8.2799
0.05 240 4.7278 2720.01 2956.4 8.3187
0.05 250 4.8206 2735.07 2976.1 8.3568
0.05 260 4.9134 2750.33 2996 8.3943
0.05 270 5.0061 2765.495 3015.8 8.4313
0.05 280 5.0988 2780.86 3035.8 8.4676
0.05 290 5.1914 2796.13 3055.7 8.5034
0.05 300 5.284 2811.6 3075.8 8.5386
0.05 310 5.3767 2826.965 3095.8 8.5734
0.05 320 5.4692 2842.54 3116 8.6076
0.05 330 5.5618 2858.11 3136.2 8.6414
0.05 340 5.6544 2873.78 3156.5 8.6747
0.05 350 5.7469 2889.455 3176.8 8.7076
0.05 360 5.8394 2905.23 3197.2 8.7401
0.05 370 5.9319 2921.005 3217.6 8.7721
0.05 380 6.0244 2936.88 3238.1 8.8038
0.05 390 6.1169 2952.855 3258.7 8.835
0.05 400 6.2094 2968.83 3279.3 8.8659
0.05 410 6.3019 2984.905 3300 8.8964
0.05 420 6.3943 3001.085 3320.8 8.9266
0.05 430 6.4868 3017.26 3341.6 8.9564
0.05 440 6.5792 3033.54 3362.5 8.9859
0.05 450 6.6717 3049.915 3383.5 9.0151
0.05 460 6.7641 3066.295 3404.5 9.044
0.05 470 6.8565 3082.775 3425.6 9.0726
0.05 480 6.9489 3099.255 3446.7 9.1008
0.05 490 7.0414 3115.93 3468 9.1288
0.05 500 7.1338 3132.61 3489.3 9.1566
0.05 520 7.3186 3166.17 3532.1 9.2112
0.05 540 7.5034 3199.93 3575.1 9.2648
0.05 560 7.6881 3234.095 3618.5 9.3175
0.05 580 7.8729 3268.455 3662.1 9.3692
0.05 600 8.0576 3303.12 3706 9.4201
0.05 620 8.2424 3337.98 3750.1 9.4701
0.05 640 8.4271 3373.245 3794.6 9.5193
0.05 660 8.6118 3408.71 3839.3 9.5678
0.05 680 8.7965 3444.575 3884.4 9.6155
0.05 700 8.9812 3480.64 3929.7 9.6625
0.05 720 9.1659 3517.005 3975.3 9.7089
0.05 740 9.3506 3553.57 4021.1 9.7546
0.05 760 9.5353 3590.535 4067.3 9.7998
0.05 780 9.72 3627.7 4113.7 9.8443
0.05 800 9.9047 3665.165 4160.4 9.8882
0.05 820 10.089 3702.95 4207.4 9.9316
0.05 840 10.274 3741 4254.7 9.9745
0.05 860 10.459 3779.35 4302.3 10.017
0.05 880 10.643 3817.95 4350.1 10.059
0.05 900 10.828 3856.8 4398.2 10.1
0.05 920 11.013 3895.95 4446.6 10.141
0.05 940 11.197 3935.35 4495.2 10.181
0.05 960 11.382 3975 4544.1 10.221
0.05 980 11.567 4014.95 4593.3 10.261
0.05 1000 11.751 4055.15 4642.7 10.3
0.05 1100 12.674 4260 4893.7 10.49
0.05 1200 13.598 4470.8 5150.7 10.67
0.05 1300 14.521 4687.25 5413.3 10.843
0.05 1400 15.444 4909 5681.2 11.008
0.05 1500 16.367 5135.55 5953.9 11.166
0.05 1600 17.29 5366.6 6231.1 11.318
0.05 1800 19.136 5840.4 6797.2 11.605
0.05 2000 20.982 6327.9 7377 11.872
0.06 0 0.00100018 -0.0400108 0.02 0.00015
0.06 5 0.00100005 21.019997 21.08 0.07625
0.06 10 0.00100032 42.0199808 42.08 0.15108
0.06 15 0.00100092 62.9799448 63.04 0.22445
0.06 20 0.00100182 83.9098908 83.97 0.29647
0.06 25 0.00100298 104.8198212 104.88 0.36721
0.06 30 0.00100439 125.7197366 125.78 0.43674
0.06 35 0.00100602 146.6196388 146.68 0.50511
0.06 40 0.00100786 167.5195284 167.58 0.57238
0.06 45 0.0010099 188.419406 188.48 0.63859
0.06 50 0.00101213 209.3192722 209.38 0.70379
0.06 55 0.00101453 230.2291282 230.29 0.768
0.06 60 0.00101711 251.1489734 251.21 0.83127
0.06 65 0.00101985 272.078809 272.14 0.89363
0.06 70 0.00102276 293.0286344 293.09 0.95512
0.06 75 0.00102583 313.9884502 314.05 1.0158
0.06 80 0.00102905 334.958257 335.02 1.0756
0.06 85 0.00103243 355.9580542 356.02 1.1346
0.06 85.926 0.00103307 359.8480158 359.91 1.1454
0.06 85.926 2.7317 2488.998 2652.9 7.5311
0.06 90 2.7645 2495.23 2661.1 7.554
0.06 95 2.8046 2502.824 2671.1 7.5814
0.06 100 2.8445 2510.43 2681.1 7.6084
